data_source,year,datetime_bin,chl,chl_sd,chl_bincount
MODIS-Aqua,2014,1,0.299746250000,0.58792500,16
MODIS-Aqua,2014,2,0.143888160000,0.22471500,25
MODIS-Aqua,2014,3,0.192899153846,0.24039100,13
MODIS-Aqua,2014,4,0.163720600000,0.20331000,10
MODIS-Aqua,2015,1,0.311145500000,0.55441400,14
MODIS-Aqua,2015,2,0.150853000000,0.21103200,19
MODIS-Aqua,2015,3,0.184082571428,0.25197900,14
MODIS-Aqua,2015,4,0.170056437500,0.20185600,16
MODIS-Aqua,2016,1,0.237106280000,0.32201600,25
MODIS-Aqua,2016,2,0.169914821428,0.34120900,28
MODIS-Aqua,2016,3,0.174015071428,0.21842800,14
MODIS-Aqua,2016,4,0.178111800000,0.38181700,10
MODIS-Aqua,2017,1,0.321300692307,0.44715700,13
MODIS-Aqua,2017,2,0.195074000000,0.30821900,16
MODIS-Aqua,2017,3,0.164848900000,0.20393500,10
MODIS-Aqua,2017,4,0.148628800000,0.18287600,5
MODIS-Aqua,2018,1,0.272419238095,0.48384000,21
MODIS-Aqua,2018,2,0.143431562500,0.21362800,16
MODIS-Aqua,2018,3,0.183578444444,0.20755900,9
MODIS-Aqua,2018,4,0.176180125000,0.21494600,16
MODIS-Aqua,2019,1,0.238331350000,0.57675200,20
MODIS-Aqua,2019,2,0.159734000000,0.18550000,24
MODIS-Aqua,2019,3,0.177877500000,0.22248300,14
MODIS-Aqua,2019,4,0.175218066666,0.22122500,15
MODIS-Aqua,2020,1,0.294346666666,0.46570300,21
MODIS-Aqua,2020,2,0.152726909090,0.28923600,22
MODIS-Aqua,2020,3,0.169809400000,0.20401200,5
MODIS-Aqua,2020,4,0.167489666666,0.20192800,12
MODIS-Aqua,2021,1,0.301448058823,0.68775500,17
MODIS-Aqua,2021,2,0.160096764705,0.20171100,17
MODIS-Aqua,2021,3,0.159017538461,0.22911500,13
MODIS-Aqua,2021,4,0.184974000000,0.24803600,9
MODIS-Aqua,2022,1,0.337663296296,0.87992300,27
MODIS-Aqua,2022,2,0.228755153846,0.64309600,26
MODIS-Aqua,2022,3,0.172990205882,0.23853500,34
MODIS-Aqua,2022,4,0.193954250000,0.27566900,12
MODIS-Aqua,2023,1,0.357468700000,0.48335300,10
MODIS-Aqua,2023,2,0.189577071428,0.61871300,14
MODIS-Aqua,2023,3,0.161280074074,0.21049000,27
MODIS-Aqua,2023,4,0.165958000000,0.23261200,8
MODIS-Aqua,2024,1,0.256953363636,0.40872900,11
MODIS-Aqua,2024,2,0.139158894736,0.19243200,19
MODIS-Aqua,2024,3,0.174274857142,0.20594200,7
MODIS-Terra,2000,2,0.154883818181,0.21273700,22
MODIS-Terra,2000,3,0.224241750000,0.27460600,8
MODIS-Terra,2000,4,0.189877600000,0.26539700,15
MODIS-Terra,2001,1,0.241031880000,0.33617900,25
MODIS-Terra,2001,2,0.168174571428,0.23611900,14
MODIS-Terra,2001,3,0.180671333333,0.24147400,18
MODIS-Terra,2001,4,0.190382461538,0.34995600,13
MODIS-Terra,2002,1,0.326084235294,0.60643400,17
MODIS-Terra,2002,2,0.184080833333,0.26069500,18
MODIS-Terra,2002,3,0.237849333333,0.35463100,12
MODIS-Terra,2002,4,0.174986666666,0.22544500,21
MODIS-Terra,2003,1,0.272019538461,0.58784800,26
MODIS-Terra,2003,2,0.175734636363,0.23936700,22
MODIS-Terra,2003,3,0.186347714285,0.22019100,14
MODIS-Terra,2003,4,0.227177833333,0.26345600,6
MODIS-Terra,2004,1,0.287246000000,0.56047100,20
MODIS-Terra,2004,2,0.170159263157,0.27120200,19
MODIS-Terra,2004,3,0.205123357142,0.27056100,14
MODIS-Terra,2004,4,0.171919800000,0.20422200,15
MODIS-Terra,2005,1,0.281371000000,0.42141500,28
MODIS-Terra,2005,2,0.174382428571,0.42445800,21
MODIS-Terra,2005,3,0.199014090909,0.25347800,11
MODIS-Terra,2005,4,0.160046466666,0.19454300,15
MODIS-Terra,2006,1,0.304520833333,0.69485200,18
MODIS-Terra,2006,2,0.169240476190,0.26063400,21
MODIS-Terra,2006,3,0.185346857142,0.21514900,7
MODIS-Terra,2006,4,0.158098294117,0.18605500,17
MODIS-Terra,2007,1,0.252093352941,0.44950100,17
MODIS-Terra,2007,2,0.145636562500,0.19118300,16
MODIS-Terra,2007,3,0.174484944444,0.21672300,18
MODIS-Terra,2007,4,0.205345857142,0.35149500,14
MODIS-Terra,2008,1,0.259727470588,0.32370300,17
MODIS-Terra,2008,2,0.196251187500,0.36134100,16
MODIS-Terra,2008,3,0.162455571428,0.19801900,14
MODIS-Terra,2008,4,0.146704160000,0.22025900,25
MODIS-Terra,2009,1,0.319068590909,0.54327500,22
MODIS-Terra,2009,2,0.167562555555,0.24272300,18
MODIS-Terra,2009,3,0.203235900000,0.33151200,20
MODIS-Terra,2009,4,0.161411777777,0.21510200,18
MODIS-Terra,2010,1,0.221140360000,0.32848300,25
MODIS-Terra,2010,2,0.148632448275,0.18092600,29
MODIS-Terra,2010,3,0.191664785714,0.27327800,14
MODIS-Terra,2010,4,0.191756714285,0.29016400,7
MODIS-Terra,2011,1,0.277989117647,0.41200000,17
MODIS-Terra,2011,2,0.206571363636,0.48712000,11
MODIS-Terra,2011,3,0.199693500000,0.23754800,8
MODIS-Terra,2011,4,0.171897500000,0.24606900,16
MODIS-Terra,2012,1,0.261151375000,0.50593000,16
MODIS-Terra,2012,2,0.148306857142,0.18191400,14
MODIS-Terra,2012,3,0.191914933333,0.25299000,15
MODIS-Terra,2012,4,0.168040076923,0.22230600,13
MODIS-Terra,2013,1,0.211391230769,0.31465500,13
MODIS-Terra,2013,2,0.156359062500,0.22244400,16
MODIS-Terra,2013,3,0.189931000000,0.24810500,12
MODIS-Terra,2013,4,0.177292375000,0.24083000,24
MODIS-Terra,2014,1,0.331913809523,0.53105400,21
MODIS-Terra,2014,2,0.164253045454,0.43981200,22
MODIS-Terra,2014,3,0.186475000000,0.21723400,7
MODIS-Terra,2014,4,0.170785615384,0.22065700,13
MODIS-Terra,2015,1,0.249102500000,0.47101300,26
MODIS-Terra,2015,2,0.154653764705,0.21868200,17
MODIS-Terra,2015,3,0.193666705882,0.27810400,17
MODIS-Terra,2015,4,0.170955230769,0.20162200,13
MODIS-Terra,2016,1,0.224061166666,0.32597600,24
MODIS-Terra,2016,2,0.177989391304,0.43505000,23
MODIS-Terra,2016,3,0.179759642857,0.25112300,14
MODIS-Terra,2016,4,0.162689187500,0.21222700,16
MODIS-Terra,2017,1,0.302862727272,0.35987800,11
MODIS-Terra,2017,2,0.180238916666,0.35854800,24
MODIS-Terra,2017,3,0.180501687500,0.22190400,16
MODIS-Terra,2017,4,0.151521571428,0.19605300,7
MODIS-Terra,2018,1,0.269078125000,0.40861500,24
MODIS-Terra,2018,2,0.153132000000,0.20528200,21
MODIS-Terra,2018,3,0.184275555555,0.22052300,9
MODIS-Terra,2018,4,0.165790647058,0.21029200,17
MODIS-Terra,2019,1,0.222411615384,0.37604500,26
MODIS-Terra,2019,2,0.157692714285,0.18820000,21
MODIS-Terra,2019,3,0.182419076923,0.23633100,13
MODIS-Terra,2019,4,0.168486769230,0.22552900,13
MODIS-Terra,2020,1,0.313866000000,0.62173500,22
MODIS-Terra,2020,2,0.160106392857,0.29423600,28
MODIS-Terra,2020,3,0.167112312500,0.22919900,16
MODIS-Terra,2020,4,0.164714642857,0.20569100,14
MODIS-Terra,2021,1,0.282591800000,0.65488600,25
MODIS-Terra,2021,2,0.170548736842,0.19933200,19
MODIS-Terra,2021,3,0.184487736842,0.25523600,19
MODIS-Terra,2021,4,0.173186615384,0.20263000,13
MODIS-Terra,2022,1,0.346903304347,0.78839800,23
MODIS-Terra,2022,2,0.197734454545,0.32771400,33
MODIS-Terra,2022,3,0.162493863636,0.20828700,22
MODIS-Terra,2022,4,0.161406714285,0.21760600,14
MODIS-Terra,2023,1,0.307705250000,0.99295100,20
MODIS-Terra,2023,2,0.171464833333,0.48795700,12
MODIS-Terra,2023,3,0.164802142857,0.25475600,21
MODIS-Terra,2023,4,0.187355750000,0.31235600,12
MODIS-Terra,2024,1,0.287059090909,0.51769400,11
MODIS-Terra,2024,2,0.143674000000,0.20055700,14
MODIS-Terra,2024,3,0.162942666666,0.18376800,3
VIIRS-SNPP,2012,1,0.271198947368,0.37232500,19
VIIRS-SNPP,2012,2,0.184368315789,0.30172300,19
VIIRS-SNPP,2012,3,0.209908923076,0.26525500,26
VIIRS-SNPP,2012,4,0.201224933333,0.24673000,15
VIIRS-SNPP,2013,1,0.224826111111,0.44121700,18
VIIRS-SNPP,2013,2,0.169271360000,0.23601500,25
VIIRS-SNPP,2013,3,0.190979333333,0.27259600,15
VIIRS-SNPP,2013,4,0.209584375000,0.48805200,24
VIIRS-SNPP,2014,1,0.306403153846,0.56497800,26
VIIRS-SNPP,2014,2,0.162718085714,0.28054000,35
VIIRS-SNPP,2014,3,0.201417235294,0.26379800,17
VIIRS-SNPP,2014,4,0.182462318181,0.32660500,22
VIIRS-SNPP,2015,1,0.249380346153,0.46456600,26
VIIRS-SNPP,2015,2,0.165875409090,0.26935000,22
VIIRS-SNPP,2015,3,0.189502523809,0.25030000,21
VIIRS-SNPP,2015,4,0.171768588235,0.23197700,17
VIIRS-SNPP,2016,1,0.230215181818,0.35412200,33
VIIRS-SNPP,2016,2,0.184986379310,0.37298100,29
VIIRS-SNPP,2016,3,0.177050400000,0.22254100,15
VIIRS-SNPP,2016,4,0.171475631578,0.32019700,19
VIIRS-SNPP,2017,1,0.301594000000,0.41940900,18
VIIRS-SNPP,2017,2,0.180385080000,0.40744700,25
VIIRS-SNPP,2017,3,0.172742611111,0.21934800,18
VIIRS-SNPP,2017,4,0.152995500000,0.18858500,12
VIIRS-SNPP,2018,1,0.270305148148,0.38413800,27
VIIRS-SNPP,2018,2,0.148551000000,0.20111400,25
VIIRS-SNPP,2018,3,0.191486176470,0.24897700,17
VIIRS-SNPP,2018,4,0.177015473684,0.26480300,19
VIIRS-SNPP,2019,1,0.236032925925,0.65455700,27
VIIRS-SNPP,2019,2,0.161053033333,0.20783000,30
VIIRS-SNPP,2019,3,0.189230227272,0.23284700,22
VIIRS-SNPP,2019,4,0.179371739130,0.25709400,23
VIIRS-SNPP,2020,1,0.301784821428,0.55269100,28
VIIRS-SNPP,2020,2,0.165206718750,0.34257500,32
VIIRS-SNPP,2020,3,0.175152214285,0.23325000,14
VIIRS-SNPP,2020,4,0.178951500000,0.23956100,16
VIIRS-SNPP,2021,1,0.336818038461,0.76785500,26
VIIRS-SNPP,2021,2,0.161096956521,0.21790700,23
VIIRS-SNPP,2021,3,0.187755100000,0.25224900,20
VIIRS-SNPP,2021,4,0.179144750000,0.22513100,16
VIIRS-SNPP,2022,1,0.315521394736,1.03254900,38
VIIRS-SNPP,2022,2,0.194511304347,0.45524200,23
VIIRS-SNPP,2022,3,0.177382705882,0.24205300,17
VIIRS-SNPP,2022,4,0.188710384615,0.24116200,13
VIIRS-SNPP,2023,1,0.339673357142,0.53607600,28
VIIRS-SNPP,2023,2,0.245606882352,0.55677200,17
VIIRS-SNPP,2023,3,0.189207739130,0.23719800,23
VIIRS-NOAA20,2018,3,0.187681000000,0.25104400,4
VIIRS-NOAA20,2018,4,0.174587611111,0.22435900,18
VIIRS-NOAA20,2019,1,0.235417968750,0.55429800,32
VIIRS-NOAA20,2019,2,0.160878470588,0.19484000,34
VIIRS-NOAA20,2019,3,0.185552750000,0.22248300,20
VIIRS-NOAA20,2019,4,0.171318416666,0.22667300,24
VIIRS-NOAA20,2020,1,0.363804218750,2.19004900,32
VIIRS-NOAA20,2020,2,0.161433931034,0.28456600,29
VIIRS-NOAA20,2020,3,0.160806615384,0.22680200,13
VIIRS-NOAA20,2020,4,0.190327000000,0.36172400,14
VIIRS-NOAA20,2021,1,0.316605687500,0.64841400,32
VIIRS-NOAA20,2021,2,0.161870333333,0.22138400,27
VIIRS-NOAA20,2021,3,0.177708363636,0.24037800,22
VIIRS-NOAA20,2021,4,0.167487842105,0.21208800,19
VIIRS-NOAA20,2022,1,0.318399473684,0.77143400,38
VIIRS-NOAA20,2022,2,0.216988739130,0.56782800,23
VIIRS-NOAA20,2022,3,0.180134764705,0.27139300,17
VIIRS-NOAA20,2022,4,0.183659272727,0.23635600,11
VIIRS-NOAA20,2023,1,0.376500954545,0.63998200,22
VIIRS-NOAA20,2023,2,0.204949380952,0.29758200,21
VIIRS-NOAA20,2023,3,0.192666000000,0.25344600,26
VIIRS-NOAA20,2023,4,0.176946450000,0.22139400,20
VIIRS-NOAA20,2024,1,0.295898851851,0.41250800,27
VIIRS-NOAA20,2024,2,0.161139538461,0.21991200,26
VIIRS-NOAA20,2024,3,0.183032454545,0.21551700,11
SeaWiFS,1997,4,0.154398400000,0.36302200,15
SeaWiFS,1998,1,0.213969100000,0.25981900,10
SeaWiFS,1998,2,0.144543166666,0.17379600,12
SeaWiFS,1998,3,0.158279000000,0.20704600,8
SeaWiFS,1998,4,0.180193833333,0.22788600,6
SeaWiFS,1999,1,0.244484928571,0.32401600,14
SeaWiFS,1999,2,0.161182523809,1.51558800,21
SeaWiFS,1999,3,0.188603100000,0.25410100,20
SeaWiFS,1999,4,0.153374461538,0.19987100,13
SeaWiFS,2000,1,0.287577080000,0.46216700,25
SeaWiFS,2000,2,0.166501928571,0.22841200,28
SeaWiFS,2000,3,0.203592000000,0.26392300,20
SeaWiFS,2000,4,0.172116000000,0.20497100,15
SeaWiFS,2001,1,0.250149689655,0.32123100,29
SeaWiFS,2001,2,0.165934578947,0.22299700,19
SeaWiFS,2001,3,0.175055052631,0.26317100,19
SeaWiFS,2001,4,0.182788000000,0.55281000,7
SeaWiFS,2002,1,0.320306000000,1.92232000,22
SeaWiFS,2002,2,0.187720260869,0.56046300,23
SeaWiFS,2002,3,0.219428312500,0.24907900,16
SeaWiFS,2002,4,0.177146705882,0.69682600,17
SeaWiFS,2003,1,0.292955960000,0.51751800,25
SeaWiFS,2003,2,0.177433947368,0.25084500,19
SeaWiFS,2003,3,0.187988866666,0.22004900,15
SeaWiFS,2003,4,0.202132666666,0.26931200,15
SeaWiFS,2004,1,0.308931875000,0.45994000,8
SeaWiFS,2004,2,0.181262142857,0.23785600,7
SeaWiFS,2004,3,0.196952000000,0.21633600,3
SeaWiFS,2004,4,0.197838500000,0.21094500,2
